t2m,mu,sigma
279.65,278.3028564453125,2.0364797115325928
280.04999999999995,278.03045654296875,1.7988073825836182
279.65,278.7284851074219,1.701097011566162
279.54999999999995,278.3879089355469,1.8847953081130981
280.25,277.9193115234375,1.8595000505447388
278.65,277.9872741699219,1.7764315605163574
279.95,277.5207824707031,1.9541356563568115
279.34999999999997,277.5260009765625,1.9210948944091797
279.75,277.4122314453125,1.7650296688079834
279.65,277.4361877441406,1.906839370727539
279.15,278.2738342285156,1.741470456123352
279.95,277.3209228515625,2.0720016956329346
279.84999999999997,277.14276123046875,1.916914463043213
280.15,277.2326354980469,2.018275022506714
279.84999999999997,277.38275146484375,1.9554028511047363
280.15,277.40985107421875,1.950164794921875
280.04999999999995,277.2328186035156,2.1990232467651367
279.54999999999995,279.15850830078125,1.510367512702942
279.75,278.4749450683594,2.0116472244262695
279.75,278.53594970703125,1.9808638095855713
279.65,278.4888610839844,1.96108877658844
279.54999999999995,278.06011962890625,2.4173648357391357
279.95,278.37060546875,1.9585533142089844
280.15,277.7553405761719,1.7195638418197632
279.84999999999997,278.0472717285156,1.8631882667541504
279.75,277.8328857421875,1.8593401908874512
279.45,278.0640563964844,1.746215581893921
279.65,277.50067138671875,1.7658264636993408
282.34999999999997,278.6908874511719,1.609462022781372
279.75,277.7234191894531,1.7927480936050415
282.04999999999995,277.5352783203125,1.8584861755371094
282.65,277.2235412597656,1.9379920959472656
280.95,277.1329650878906,1.9873725175857544
281.95,277.0184326171875,1.7043851613998413
279.95,277.0845031738281,2.061610698699951
282.25,278.3278503417969,1.9635121822357178
280.65,277.8790283203125,1.4606893062591553
275.84999999999997,271.5634765625,2.519473075866699
284.34999999999997,278.4162292480469,2.203590154647827
284.54999999999995,279.1307373046875,2.636337995529175
280.04999999999995,274.9663391113281,1.8303108215332031
284.04999999999995,278.03466796875,2.159038543701172
283.84999999999997,277.5972900390625,1.9641977548599243
283.54999999999995,277.1515197753906,2.333692789077759
280.54999999999995,277.442626953125,1.9381877183914185
282.04999999999995,277.35858154296875,2.1409215927124023
283.34999999999997,277.4635009765625,1.924591302871704
278.34999999999997,273.52685546875,1.3279075622558594
276.15,274.4459533691406,2.8292341232299805
281.45,276.9231872558594,1.882427453994751
279.15,274.4137878417969,1.788370966911316
279.25,274.2046203613281,2.171902894973755
283.25,278.1898498535156,2.067690849304199
280.65,276.2234802246094,1.9071706533432007
284.45,279.0260925292969,2.385380983352661
282.15,276.297119140625,1.8404293060302734
281.45,277.5172424316406,2.0488979816436768
281.65,276.645751953125,1.4743874073028564
280.75,275.36419677734375,1.6167851686477661
279.95,276.16400146484375,1.6014151573181152
281.95,277.2657470703125,1.8625074625015259
281.95,276.57086181640625,1.5041747093200684
286.95,273.71429443359375,2.9956765174865723
283.34999999999997,278.5472412109375,1.9248169660568237
282.45,277.72442626953125,1.8798620700836182
281.25,277.1897277832031,1.6309170722961426
280.45,276.43603515625,2.120544195175171
279.84999999999997,275.29754638671875,2.133800745010376
283.84999999999997,278.1511535644531,2.06870436668396
283.04999999999995,277.24859619140625,2.1881422996520996
282.15,277.54266357421875,1.632527232170105
283.65,278.17742919921875,1.7197262048721313
278.34999999999997,273.9705810546875,1.5103660821914673
281.25,276.74700927734375,1.9390525817871094
283.34999999999997,277.79730224609375,1.8928186893463135
280.15,277.65972900390625,1.8907135725021362
282.25,276.3816833496094,1.6875452995300293
283.84999999999997,278.59783935546875,2.232553482055664
280.34999999999997,278.7269592285156,2.0205705165863037
280.45,277.9105224609375,2.201766014099121
279.54999999999995,278.6373291015625,1.6490811109542847
279.65,278.6037292480469,1.6433789730072021
280.25,278.2366943359375,1.521288514137268
280.65,278.6949157714844,1.8713700771331787
279.65,278.3831787109375,1.8333876132965088
283.54999999999995,277.7600402832031,1.8340606689453125
283.54999999999995,277.5986022949219,1.5368704795837402
280.04999999999995,278.4791259765625,1.5634640455245972
282.04999999999995,275.9257507324219,1.5926536321640015
282.84999999999997,278.8433532714844,1.5114715099334717
280.04999999999995,277.79644775390625,1.9245696067810059
282.04999999999995,276.53680419921875,1.4205166101455688
281.65,275.4301452636719,1.972807765007019
282.54999999999995,277.7144470214844,1.6560494899749756
279.75,278.6513671875,1.8265560865402222
