t2m,mu,sigma
270.95,275.0958251953125,2.7729907035827637
269.65,273.6817932128906,2.5952491760253906
272.25,275.5255432128906,2.388241767883301
271.84999999999997,274.93511962890625,2.681166172027588
268.04999999999995,272.3190612792969,2.9235010147094727
269.04999999999995,273.381103515625,2.8279550075531006
269.04999999999995,272.2919006347656,3.0414490699768066
269.54999999999995,273.3083190917969,3.122333288192749
270.15,272.93072509765625,2.920529365539551
266.75,271.5263977050781,3.001620292663574
270.04999999999995,273.1492919921875,2.8302412033081055
266.84999999999997,271.558349609375,3.3634026050567627
268.45,271.5924377441406,3.1646173000335693
268.25,272.2665100097656,3.2909796237945557
266.25,270.8970947265625,3.1383090019226074
267.95,271.6482849121094,3.1820783615112305
265.65,271.0555725097656,3.4169442653656006
273.54999999999995,275.3622131347656,1.912018060684204
271.25,272.7196044921875,2.4916415214538574
271.34999999999997,275.1092529296875,2.4200353622436523
267.95,272.28033447265625,2.9112086296081543
270.75,273.8470458984375,2.6280503273010254
269.45,272.5683288574219,2.582002639770508
266.95,271.61468505859375,2.8080358505249023
268.15,271.92669677734375,2.8576877117156982
266.45,271.447265625,2.759432077407837
266.45,271.4158935546875,2.840839385986328
268.84999999999997,271.2826843261719,2.2304210662841797
266.45,271.3008117675781,2.7507498264312744
266.75,269.6159973144531,2.2557506561279297
265.34999999999997,269.7076110839844,2.847317695617676
264.95,270.5552978515625,3.2197182178497314
265.45,270.26788330078125,3.310647487640381
265.34999999999997,269.2749938964844,2.3465259075164795
267.04999999999995,270.9057922363281,2.966294288635254
266.65,271.1323547363281,2.7205190658569336
268.65,271.8841552734375,2.339130401611328
259.54999999999995,264.9544372558594,3.3588879108428955
267.15,269.421630859375,2.504725456237793
262.75,267.3707580566406,3.6697959899902344
264.34999999999997,267.02435302734375,2.7684974670410156
268.04999999999995,270.9202575683594,2.3919782638549805
266.45,268.857421875,2.668832540512085
263.15,268.8200378417969,3.569512367248535
266.84999999999997,270.83966064453125,3.163479804992676
264.45,269.68280029296875,3.2017366886138916
266.25,268.2361145019531,3.391909122467041
